1990,1163,1131
1990,1173,1228
1990,1210,1190
1990,1247,1379
1990,1257,1225
1990,1261,1437
1990,1277,1293
1990,1314,1283
1990,1326,1344
1990,1328,1406
1990,1364,1222
1990,1424,1114
1990,1104,1161
1990,1112,1378
1990,1181,1350
1990,1207,1411
1990,1242,1352
1990,1258,1308
1990,1276,1229
1990,1278,1431
1990,1320,1281
1990,1345,1419
1990,1385,1396
1990,1393,1164
1990,1400,1208
1990,1417,1412
1990,1438,1323
1990,1462,1243
1990,1116,1173
1990,1123,1257
1990,1155,1247
1990,1163,1143
1990,1210,1261
1990,1277,1364
1990,1314,1328
1990,1424,1326
1990,1104,1112
1990,1181,1385
1990,1258,1276
1990,1278,1320
1990,1393,1438
1990,1400,1345
1990,1417,1242
1990,1462,1207
1990,1116,1314
1990,1163,1155
1990,1181,1417
1990,1400,1462
1990,1210,1277
1990,1258,1104
1990,1278,1393
1990,1424,1123
1990,1116,1400
1990,1181,1163
1990,1210,1278
1990,1424,1258
1990,1181,1116
1990,1424,1210
1990,1424,1181
1991,1112,1384
1991,1140,1438
1991,1163,1261
1991,1166,1308
1991,1181,1419
1991,1199,1425
1991,1231,1157
1991,1234,1190
1991,1242,1309
1991,1301,1379
1991,1329,1307
1991,1338,1208
1991,1350,1393
1991,1371,1337
1991,1396,1345
1991,1462,1304
1991,1104,1293
1991,1113,1353
1991,1116,1209
1991,1185,1280
1991,1207,1435
1991,1210,1177
1991,1277,1453
1991,1314,1318
1991,1326,1406
1991,1336,1417
1991,1385,1296
1991,1400,1389
1991,1424,1285
1991,1428,1375
1991,1437,1343
1991,1448,1256
1991,1112,1140
1991,1163,1462
1991,1181,1234
1991,1231,1199
1991,1242,1338
1991,1329,1301
1991,1371,1166
1991,1396,1350
1991,1104,1448
1991,1116,1113
1991,1185,1336
1991,1314,1437
1991,1326,1210
1991,1385,1400
1991,1424,1207
1991,1428,1277
1991,1116,1104
1991,1242,1231
1991,1371,1112
1991,1424,1428
1991,1181,1163
1991,1314,1185
1991,1385,1326
1991,1396,1329
1991,1242,1116
1991,1424,1371
1991,1181,1385
1991,1314,1396
1991,1181,1424
1991,1242,1314
1991,1181,1242
1992,1104,1390
1992,1116,1293
1992,1163,1304
1992,1181,1144
1992,1199,1285
1992,1207,1378
1992,1210,1222
1992,1231,1183
1992,1234,1400
1992,1261,1140
1992,1272,1337
1992,1281,1452
1992,1314,1275
1992,1326,1290
1992,1371,1247
1992,1425,1419
1992,1153,1174
1992,1190,1112
1992,1235,1150
1992,1242,1224
1992,1246,1330
1992,1257,1448
1992,1269,1200
1992,1276,1396
1992,1277,1283
1992,1308,1177
1992,1329,1204
1992,1393,1343
1992,1408,1385
1992,1417,1352
1992,1418,1328
1992,1431,1191
1992,1181,1234
1992,1199,1207
1992,1210,1425
1992,1231,1261
1992,1272,1116
1992,1314,1104
1992,1326,1163
1992,1371,1281
1992,1153,1277
1992,1246,1235
1992,1269,1393
1992,1276,1190
1992,1308,1418
1992,1329,1408
1992,1417,1257
1992,1431,1242
1992,1181,1371
1992,1231,1199
1992,1246,1269
1992,1417,1308
1992,1153,1431
1992,1272,1210
1992,1276,1329
1992,1326,1314
1992,1181,1246
1992,1231,1417
1992,1153,1272
1992,1276,1326
1992,1181,1231
1992,1276,1153
1992,1181,1276
1993,1116,1221
1993,1140,1374
1993,1143,1261
1993,1181,1356
1993,1199,1191
1993,1228,1253
1993,1242,1123
1993,1314,1187
1993,1348,1345
1993,1365,1112
1993,1371,1398
1993,1385,1403
1993,1396,1281
1993,1408,1243
1993,1435,1129
1993,1443,1272
1993,1153,1164
1993,1203,1307
1993,1231,1460
1993,1234,1419
1993,1246,1351
1993,1257,1174
1993,1269,1335
1993,1276,1157
1993,1308,1304
1993,1329,1266
1993,1380,1210
1993,1417,1235
1993,1428,1338
1993,1438,1264
1993,1448,1151
1993,1462,1309
1993,1116,1385
1993,1143,1181
1993,1199,1408
1993,1242,1140
1993,1314,1348
1993,1396,1365
1993,1435,1228
1993,1443,1371
1993,1153,1308
1993,1203,1380
1993,1231,1462
1993,1246,1428
1993,1257,1329
1993,1276,1417
1993,1438,1269
1993,1448,1234
1993,1199,1443
1993,1231,1257
1993,1242,1143
1993,1246,1448
1993,1153,1438
1993,1276,1203
1993,1314,1116
1993,1396,1435
1993,1242,1231
1993,1246,1199
1993,1276,1396
1993,1314,1153
1993,1276,1246
1993,1314,1242
1993,1314,1276
1994,1104,1344
1994,1163,1351
1994,1196,1241
1994,1203,1412
1994,1242,1151
1994,1268,1387
1994,1269,1402
1994,1276,1337
1994,1281,1298
1994,1335,1304
1994,1345,1416
1994,1393,1218
1994,1400,1443
1994,1448,1158
1994,1453,1143
1994,1458,1153
1994,1112,1259
1994,1116,1299
1994,1130,1450
1994,1181,1411
1994,1207,1228
1994,1231,1325
1994,1246,1398
1994,1257,1129
1994,1266,1418
1994,1277,1371
1994,1278,1356
1994,1314,1251
1994,1329,1308
1994,1396,1180
1994,1409,1417
1994,1438,1307
1994,1163,1203
1994,1196,1335
1994,1242,1448
1994,1268,1269
1994,1276,1400
1994,1281,1458
1994,1345,1104
1994,1393,1453
1994,1112,1438
1994,1116,1207
1994,1130,1314
1994,1181,1277
1994,1231,1396
1994,1257,1278
1994,1266,1246
1994,1409,1329
1994,1112,1257
1994,1181,1266
1994,1281,1393
1994,1345,1242
1994,1116,1409
1994,1130,1231
1994,1196,1163
1994,1276,1268
1994,1112,1281
1994,1181,1345
1994,1116,1276
1994,1196,1130
1994,1116,1112
1994,1181,1196
1994,1116,1181
1995,1104,1335
1995,1113,1123
1995,1153,1396
1995,1163,1151
1995,1242,1159
1995,1246,1291
1995,1264,1328
1995,1268,1211
1995,1275,1112
1995,1329,1180
1995,1387,1278
1995,1400,1332
1995,1408,1140
1995,1438,1311
1995,1443,1276
1995,1448,1299
1995,1116,1411
1995,1207,1462
1995,1235,1196
1995,1269,1389
1995,1272,1257
1995,1280,1365
1995,1281,1231
1995,1314,1293
1995,1330,1437
1995,1345,1453
1995,1390,1150
1995,1393,1356
1995,1409,1228
1995,1417,1198
1995,1428,1253
1995,1451,1277
1995,1113,1264
1995,1163,1153
1995,1242,1443
1995,1246,1408
1995,1268,1400
1995,1329,1104
1995,1438,1275
1995,1448,1387
1995,1116,1393
1995,1207,1451
1995,1269,1390
1995,1272,1345
1995,1280,1428
1995,1314,1235
1995,1409,1330
1995,1417,1281
1995,1163,1268
1995,1246,1113
1995,1314,1207
1995,1417,1280
1995,1116,1272
1995,1269,1409
1995,1329,1448
1995,1438,1242
1995,1314,1246
1995,1417,1163
1995,1116,1438
1995,1329,1269
1995,1116,1314
1995,1417,1329
1995,1417,1116
1996,1116,1336
1996,1163,1159
1996,1180,1272
1996,1185,1181
1996,1208,1155
1996,1235,1143
1996,1246,1363
1996,1266,1284
1996,1269,1416
1996,1280,1433
1996,1343,1417
1996,1345,1441
1996,1390,1133
1996,1393,1286
1996,1428,1145
1996,1439,1453
1996,1112,1434
1996,1130,1231
1996,1153,1422
1996,1207,1290
1996,1210,1122
1996,1234,1203
1996,1242,1354
1996,1257,1409
1996,1307,1243
1996,1314,1309
1996,1365,1268
1996,1396,1328
1996,1400,1276
1996,1403,1296
1996,1437,1339
1996,1448,1419
1996,1116,1266
1996,1163,1185
1996,1208,1345
1996,1246,1439
1996,1269,1390
1996,1280,1343
1996,1393,1180
1996,1428,1235
1996,1112,1234
1996,1153,1396
1996,1207,1307
1996,1210,1130
1996,1242,1365
1996,1257,1437
1996,1403,1314
1996,1448,1400
1996,1207,1403
1996,1246,1428
1996,1269,1116
1996,1448,1257
1996,1153,1210
1996,1242,1112
1996,1280,1163
1996,1393,1208
1996,1246,1448
1996,1269,1207
1996,1280,1153
1996,1393,1242
1996,1246,1269
1996,1393,1280
1996,1246,1393
1997,1112,1375
1997,1130,1434
1997,1143,1343
1997,1153,1139
1997,1158,1268
1997,1160,1231
1997,1234,1438
1997,1235,1229
1997,1242,1238
1997,1246,1285
1997,1314,1193
1997,1345,1348
1997,1386,1334
1997,1417,1149
1997,1437,1254
1997,1462,1435
1997,1150,1207
1997,1151,1208
1997,1155,1275
1997,1164,1376
1997,1181,1293
1997,1228,1425
1997,1257,1269
1997,1278,1402
1997,1307,1330
1997,1344,1266
1997,1390,1328
1997,1396,1279
1997,1400,1458
1997,1409,1131
1997,1428,1298
1997,1448,1388
1997,1112,1158
1997,1143,1437
1997,1235,1153
1997,1242,1345
1997,1246,1234
1997,1314,1160
1997,1386,1130
1997,1417,1462
1997,1151,1228
1997,1155,1409
1997,1257,1307
1997,1278,1396
1997,1344,1181
1997,1390,1448
1997,1400,1164
1997,1428,1150
1997,1246,1386
1997,1278,1155
1997,1417,1235
1997,1428,1390
1997,1112,1242
1997,1257,1400
1997,1314,1143
1997,1344,1151
1997,1246,1428
1997,1278,1417
1997,1112,1344
1997,1314,1257
1997,1112,1314
1997,1246,1278
1997,1112,1246
1998,1112,1311
1998,1116,1304
1998,1150,1227
1998,1153,1319
1998,1163,1192
1998,1228,1375
1998,1229,1397
1998,1231,1328
1998,1268,1429
1998,1277,1185
1998,1314,1298
1998,1343,1424
1998,1350,1376
1998,1428,1362
1998,1449,1462
1998,1452,1396
1998,1178,1385
1998,1181,1347
1998,1199,1395
1998,1242,1341
1998,1246,1354
1998,1276,1172
1998,1307,1139
1998,1329,1203
1998,1345,1174
1998,1348,1293
1998,1387,1269
1998,1390,1158
1998,1393,1233
1998,1417,1274
1998,1434,1279
1998,1444,1155
1998,1112,1229
1998,1163,1231
1998,1268,1228
1998,1277,1343
1998,1314,1150
1998,1428,1116
1998,1449,1350
1998,1452,1153
1998,1181,1329
1998,1246,1387
1998,1345,1178
1998,1348,1242
1998,1390,1444
1998,1393,1307
1998,1417,1276
1998,1434,1199
1998,1112,1268
1998,1163,1449
1998,1314,1277
1998,1428,1452
1998,1181,1393
1998,1246,1417
1998,1348,1434
1998,1390,1345
1998,1314,1163
1998,1428,1112
1998,1246,1181
1998,1390,1348
1998,1246,1390
1998,1428,1314
1998,1246,1428
1999,1116,1373
1999,1120,1457
1999,1163,1427
1999,1166,1257
1999,1178,1417
1999,1196,1335
1999,1211,1278
1999,1231,1203
1999,1234,1412
1999,1268,1434
1999,1307,1281
1999,1326,1293
1999,1329,1393
1999,1385,1359
1999,1390,1108
1999,1451,1314
1999,1150,1348
1999,1153,1206
1999,1181,1197
1999,1242,1191
1999,1246,1308
1999,1274,1248
1999,1275,1449
1999,1277,1291
1999,1279,1437
1999,1283,1458
1999,1328,1112
1999,1345,1400
1999,1396,1245
1999,1397,1174
1999,1409,1158
1999,1428,1117
1999,1120,1329
1999,1163,1307
1999,1196,1451
1999,1211,1390
1999,1234,1116
1999,1268,1166
1999,1326,1178
1999,1385,1231
1999,1181,1409
1999,1246,1242
1999,1275,1428
1999,1277,1279
1999,1283,1397
1999,1328,1150
1999,1345,1274
1999,1396,1153
1999,1163,1234
1999,1211,1196
1999,1326,1120
1999,1385,1268
1999,1181,1283
1999,1246,1275
1999,1277,1328
1999,1396,1345
1999,1163,1211
1999,1326,1385
1999,1181,1396
1999,1277,1246
1999,1163,1326
1999,1181,1277
1999,1163,1181
2000,1112,1238
2000,1120,1166
2000,1211,1257
2000,1235,1148
2000,1246,1382
2000,1261,1369
2000,1268,1233
2000,1277,1434
2000,1328,1457
2000,1345,1173
2000,1385,1319
2000,1393,1359
2000,1400,1232
2000,1417,1123
2000,1428,1387
2000,1458,1201
2000,1153,1423
2000,1163,1429
2000,1181,1249
2000,1196,1139
2000,1228,1335
2000,1242,1177
2000,1274,1116
2000,1314,1281
2000,1326,1111
2000,1329,1220
2000,1337,1231
2000,1371,1332
2000,1390,1354
2000,1396,1248
2000,1397,1418
2000,1409,1424
2000,1211,1385
2000,1235,1120
2000,1261,1400
2000,1277,1428
2000,1345,1328
2000,1393,1246
2000,1417,1268
2000,1458,1112
2000,1181,1242
2000,1196,1228
2000,1274,1326
2000,1314,1390
2000,1329,1337
2000,1371,1396
2000,1397,1163
2000,1409,1153
2000,1235,1417
2000,1277,1393
2000,1345,1211
2000,1458,1261
2000,1196,1181
2000,1314,1397
2000,1329,1371
2000,1409,1274
2000,1277,1235
2000,1458,1345
2000,1196,1329
2000,1314,1409
2000,1196,1314
2000,1277,1458
2000,1277,1196
2001,1322,1457
2001,1130,1381
2001,1153,1140
2001,1181,1284
2001,1207,1116
2001,1209,1458
2001,1214,1235
2001,1234,1166
2001,1245,1231
2001,1246,1221
2001,1268,1206
2001,1281,1208
2001,1386,1210
2001,1390,1422
2001,1417,1220
2001,1425,1329
2001,1429,1326
2001,1112,1183
2001,1139,1448
2001,1150,1397
2001,1196,1443
2001,1201,1143
2001,1211,1438
2001,1228,1322
2001,1232,1328
2001,1242,1169
2001,1277,1106
2001,1279,1233
2001,1314,1343
2001,1323,1462
2001,1336,1344
2001,1393,1218
2001,1396,1400
2001,1153,1245
2001,1181,1281
2001,1207,1214
2001,1246,1234
2001,1268,1209
2001,1390,1386
2001,1417,1429
2001,1425,1130
2001,1112,1139
2001,1211,1232
2001,1228,1150
2001,1242,1393
2001,1277,1201
2001,1279,1323
2001,1336,1314
2001,1396,1196
2001,1181,1417
2001,1268,1207
2001,1390,1153
2001,1425,1246
2001,1112,1279
2001,1228,1242
2001,1277,1211
2001,1396,1336
2001,1181,1425
2001,1268,1390
2001,1112,1228
2001,1277,1396
2001,1112,1277
2001,1181,1268
2001,1181,1112
2002,1373,1108
2002,1104,1194
2002,1112,1364
2002,1181,1457
2002,1231,1428
2002,1242,1221
2002,1245,1329
2002,1246,1434
2002,1281,1274
2002,1323,1150
2002,1326,1172
2002,1332,1285
2002,1390,1443
2002,1409,1266
2002,1423,1425
2002,1448,1337
2002,1461,1211
2002,1143,1335
2002,1153,1131
2002,1163,1214
2002,1166,1196
2002,1208,1293
2002,1228,1361
2002,1268,1373
2002,1280,1270
2002,1301,1277
2002,1328,1227
2002,1338,1148
2002,1356,1403
2002,1400,1130
2002,1417,1279
2002,1458,1385
2002,1462,1218
2002,1112,1461
2002,1181,1323
2002,1231,1423
2002,1242,1390
2002,1245,1104
2002,1246,1409
2002,1281,1326
2002,1332,1448
2002,1163,1301
2002,1228,1166
2002,1268,1458
2002,1328,1462
2002,1338,1143
2002,1356,1208
2002,1400,1280
2002,1417,1153
2002,1231,1181
2002,1245,1338
2002,1281,1417
2002,1328,1112
2002,1163,1356
2002,1242,1228
2002,1268,1246
2002,1332,1400
2002,1231,1245
2002,1328,1281
2002,1242,1332
2002,1268,1163
2002,1231,1328
2002,1268,1242
2002,1268,1231
2003,1421,1411
2003,1112,1436
2003,1113,1272
2003,1141,1166
2003,1143,1301
2003,1163,1140
2003,1181,1161
2003,1211,1153
2003,1228,1443
2003,1242,1429
2003,1266,1221
2003,1281,1356
2003,1323,1454
2003,1328,1354
2003,1390,1360
2003,1409,1173
2003,1458,1451
2003,1120,1386
2003,1139,1280
2003,1196,1358
2003,1231,1104
2003,1246,1237
2003,1257,1122
2003,1268,1423
2003,1277,1160
2003,1329,1335
2003,1338,1447
2003,1345,1261
2003,1393,1264
2003,1400,1421
2003,1428,1332
2003,1448,1190
2003,1462,1407
2003,1112,1211
2003,1163,1390
2003,1181,1141
2003,1242,1113
2003,1266,1281
2003,1323,1228
2003,1328,1143
2003,1458,1409
2003,1120,1448
2003,1139,1257
2003,1246,1428
2003,1268,1462
2003,1277,1196
2003,1338,1231
2003,1393,1329
2003,1400,1345
2003,1112,1323
2003,1242,1181
2003,1246,1458
2003,1266,1338
2003,1277,1268
2003,1328,1139
2003,1393,1120
2003,1400,1163
2003,1242,1112
2003,1266,1246
2003,1393,1328
2003,1400,1277
2003,1242,1266
2003,1393,1400
2003,1393,1242
2004,1197,1250
2004,1104,1356
2004,1163,1436
2004,1177,1173
2004,1181,1106
2004,1211,1434
2004,1264,1196
2004,1268,1431
2004,1305,1277
2004,1314,1102
2004,1371,1112
2004,1386,1251
2004,1390,1427
2004,1393,1140
2004,1400,1343
2004,1403,1150
2004,1448,1433
2004,1130,1428
2004,1153,1190
2004,1210,1320
2004,1228,1293
2004,1242,1227
2004,1246,1197
2004,1272,1376
2004,1280,1284
2004,1301,1418
2004,1329,1186
2004,1334,1344
2004,1338,1416
2004,1412,1449
2004,1435,1444
2004,1458,1350
2004,1462,1257
2004,1104,1390
2004,1163,1177
2004,1181,1371
2004,1305,1211
2004,1386,1403
2004,1393,1268
2004,1400,1314
2004,1448,1264
2004,1210,1130
2004,1228,1153
2004,1242,1334
2004,1329,1272
2004,1338,1458
2004,1412,1246
2004,1435,1301
2004,1462,1280
2004,1104,1393
2004,1163,1435
2004,1329,1338
2004,1386,1448
2004,1181,1228
2004,1210,1305
2004,1242,1412
2004,1462,1400
2004,1163,1104
2004,1329,1386
2004,1181,1462
2004,1210,1242
2004,1163,1181
2004,1210,1329
2004,1163,1210
2005,1324,1105
2005,1112,1429
2005,1130,1335
2005,1153,1234
2005,1211,1457
2005,1228,1192
2005,1246,1184
2005,1305,1400
2005,1328,1310
2005,1334,1338
2005,1403,1417
2005,1412,1261
2005,1428,1431
2005,1448,1151
2005,1449,1285
2005,1452,1166
2005,1454,1104
2005,1137,1242
2005,1163,1416
2005,1181,1175
2005,1196,1325
2005,1210,1203
2005,1235,1278
2005,1257,1418
2005,1277,1330
2005,1280,1390
2005,1301,1150
2005,1314,1324
2005,1329,1368
2005,1356,1388
2005,1436,1393
2005,1437,1307
2005,1458,1320
2005,1112,1412
2005,1228,1305
2005,1246,1153
2005,1403,1211
2005,1428,1328
2005,1449,1334
2005,1452,1448
2005,1454,1130
2005,1181,1280
2005,1257,1210
2005,1277,1436
2005,1301,1163
2005,1314,1235
2005,1329,1356
2005,1437,1196
2005,1458,1137
2005,1112,1329
2005,1228,1454
2005,1257,1449
2005,1452,1403
2005,1246,1428
2005,1277,1181
2005,1314,1437
2005,1458,1301
2005,1228,1112
2005,1257,1452
2005,1277,1246
2005,1314,1458
2005,1228,1257
2005,1314,1277
2005,1314,1228
2006,1284,1214
2006,1104,1266
2006,1130,1334
2006,1181,1380
2006,1196,1375
2006,1203,1423
2006,1211,1462
2006,1228,1102
2006,1231,1361
2006,1261,1233
2006,1285,1305
2006,1397,1457
2006,1401,1393
2006,1417,1125
2006,1449,1429
2006,1454,1328
2006,1455,1371
2006,1112,1458
2006,1133,1242
2006,1137,1116
2006,1163,1107
2006,1206,1277
2006,1207,1320
2006,1246,1412
2006,1272,1331
2006,1301,1143
2006,1314,1293
2006,1322,1234
2006,1326,1172
2006,1338,1245
2006,1400,1335
2006,1437,1284
2006,1452,1356
2006,1130,1285
2006,1181,1203
2006,1196,1454
2006,1211,1231
2006,1261,1401
2006,1417,1104
2006,1449,1228
2006,1455,1397
2006,1133,1338
2006,1163,1246
2006,1206,1314
2006,1207,1326
2006,1272,1137
2006,1400,1301
2006,1437,1112
2006,1452,1322
2006,1261,1181
2006,1272,1133
2006,1400,1452
2006,1417,1211
2006,1163,1449
2006,1196,1207
2006,1206,1455
2006,1437,1130
2006,1261,1400
2006,1417,1272
2006,1196,1437
2006,1206,1163
2006,1196,1206
2006,1417,1261
2006,1196,1417
2007,1310,1197
2007,1130,1403
2007,1139,1330
2007,1207,1125
2007,1231,1211
2007,1257,1390
2007,1268,1172
2007,1277,1266
2007,1314,1184
2007,1326,1148
2007,1338,1460
2007,1401,1335
2007,1417,1451
2007,1433,1181
2007,1435,1203
2007,1450,1331
2007,1462,1140
2007,1196,1238
2007,1242,1310
2007,1246,1437
2007,1272,1317
2007,1305,1166
2007,1332,1275
2007,1345,1112
2007,1356,1221
2007,1397,1253
2007,1400,1308
2007,1424,1210
2007,1425,1116
2007,1438,1107
2007,1439,1228
2007,1457,1323
2007,1458,1394
2007,1139,1268
2007,1207,1130
2007,1314,1277
2007,1326,1462
2007,1338,1433
2007,1401,1257
2007,1417,1231
2007,1435,1450
2007,1196,1345
2007,1242,1246
2007,1272,1305
2007,1332,1457
2007,1356,1439
2007,1397,1438
2007,1424,1458
2007,1425,1400
2007,1242,1356
2007,1272,1401
2007,1326,1397
2007,1417,1338
2007,1196,1139
2007,1207,1435
2007,1314,1425
2007,1332,1424
2007,1326,1272
2007,1417,1242
2007,1196,1332
2007,1207,1314
2007,1196,1417
2007,1326,1207
2007,1196,1326
2008,1291,1164
2008,1181,1125
2008,1242,1340
2008,1243,1425
2008,1266,1246
2008,1277,1396
2008,1323,1206
2008,1338,1331
2008,1345,1124
2008,1390,1165
2008,1401,1140
2008,1417,1290
2008,1424,1245
2008,1450,1457
2008,1452,1112
2008,1458,1168
2008,1462,1208
2008,1116,1231
2008,1139,1375
2008,1172,1211
2008,1207,1420
2008,1257,1129
2008,1272,1426
2008,1274,1388
2008,1280,1332
2008,1314,1291
2008,1328,1386
2008,1360,1163
2008,1373,1435
2008,1397,1110
2008,1400,1122
2008,1437,1155
2008,1443,1179
2008,1242,1424
2008,1277,1338
2008,1390,1266
2008,1417,1401
2008,1450,1323
2008,1452,1181
2008,1458,1243
2008,1462,1345
2008,1172,1207
2008,1257,1328
2008,1272,1280
2008,1314,1116
2008,1397,1139
2008,1400,1274
2008,1437,1373
2008,1443,1360
2008,1257,1397
2008,1314,1450
2008,1417,1443
2008,1462,1452
2008,1172,1458
2008,1242,1437
2008,1272,1277
2008,1400,1390
2008,1314,1257
2008,1417,1462
2008,1242,1172
2008,1272,1400
2008,1242,1314
2008,1272,1417
2008,1242,1272
2009,1287,1106
2009,1163,1151
2009,1181,1127
2009,1211,1103
2009,1261,1139
2009,1268,1143
2009,1272,1169
2009,1276,1155
2009,1314,1347
2009,1328,1288
2009,1345,1320
2009,1400,1278
2009,1401,1140
2009,1417,1433
2009,1437,1110
2009,1443,1228
2009,1449,1280
2009,1112,1428
2009,1113,1396
2009,1156,1448
2009,1173,1452
2009,1242,1295
2009,1257,1287
2009,1266,1429
2009,1277,1352
2009,1281,1165
2009,1329,1397
2009,1338,1190
2009,1373,1326
2009,1393,1372
2009,1425,1130
2009,1458,1199
2009,1462,1340
2009,1163,1401
2009,1181,1400
